Date,MSKU,Fulfillment Center,Panel,SKU
28-Jan-25,,Uttar Pradesh,CSTE FLIPKART,Map_Musicbox_Black_HBD
28-Jan-25,,Maharashtra,CSTE FLIPKART,Music Box/26
28-Jan-25,,Maharashtra,CSTE FLIPKART,CSTE_0491_ST_Fruit_Blox_Spirit
29-Jan-25,,Kerala,CSTE FLIPKART,HARRY POTTER_WHITE
29-Jan-25,,Tamil Nadu,CSTE FLIPKART,Hbd_white_mb
29-Jan-25,,Chhattisgarh,CSTE FLIPKART,hbd_brown_map
29-Jan-25,,Chhattisgarh,CSTE FLIPKART,Music Box/11
29-Jan-25,,Uttar Pradesh,CSTE FLIPKART,Map_Musicbox_Black_HBD
29-Jan-25,,Uttar Pradesh,CSTE FLIPKART,f_ay hp M box black
28-Jan-25,,Maharashtra,CSTE FLIPKART,CSTE_0482_ST_Animal_Kitty_Kuromi_Black
29-Jan-25,,Manipur,CSTE FLIPKART,Music Box/11
29-Jan-25,,Kerala,CSTE FLIPKART,Music Box/11
29-Jan-25,,Maharashtra,CSTE FLIPKART,CSTE_0489_ST_Fruit_Blox_Light
29-Jan-25,,Maharashtra,CSTE FLIPKART,CSTE_0490_ST_Fruit_Blox_Shadow
29-Jan-25,,Maharashtra,CSTE FLIPKART,hbd_brown_map
29-Jan-25,,Uttar Pradesh,CSTE FLIPKART,HARRY POTTER_WHITE
29-Jan-25,,Uttar Pradesh,CSTE FLIPKART,eitheo_HBD
30-Jan-25,,Nagaland,CSTE FLIPKART,crystle_17nots_kalimba
30-Jan-25,,Uttar Pradesh,CSTE FLIPKART,Music Box/11
30-Jan-25,,Andhra Pradesh,CSTE FLIPKART,WING_RED_SG
30-Jan-25,,Bihar,CSTE FLIPKART,CSTE_0486_ST_Anim_Breathing_Otter_Brown
30-Jan-25,,Jammu & Kashmir,CSTE FLIPKART,f_ay hp M box black
30-Jan-25,,Karnataka,CSTE FLIPKART,F_ay hp M box black
30-Jan-25,,Tamil Nadu,CSTE FLIPKART,Music Box/11
30-Jan-25,,Telangana,CSTE FLIPKART,CSTE_0532_ST_Animal_Breathing_Rabbit_Grey
30-Jan-25,,Tamil Nadu,CSTE FLIPKART,CSTE_0487_ST_Anim_Breathing_Otter_Blue
30-Jan-25,,West Bengal,CSTE FLIPKART,harrypotter_brown_map2
30-Jan-25,,Assam,CSTE FLIPKART,fusked-elephant-grey-soft toy
30-Jan-25,,Karnataka,CSTE FLIPKART,CSTE_0419_ST_MineCraft_Creeper
30-Jan-25,,Madhya Pradesh,CSTE FLIPKART,CSTE_0355_Wands_HP_light_Sg
30-Jan-25,,Kerala,CSTE FLIPKART,HBD_BLCK_MAP
30-Jan-25,,Gujarat,CSTE FLIPKART,CSTE_0487_ST_Anim_Breathing_Otter_Blue
30-Jan-25,,Maharashtra,CSTE FLIPKART,moeny Heist Musical Toy
30-Jan-25,,Rajasthan,CSTE FLIPKART,harrypotter_brown_map2
30-Jan-25,,Haryana,CSTE FLIPKART,CSTE_0512_ST_Animal_Cow_Plush
31-Jan-25,,West Bengal,CSTE FLIPKART,light_wand_dumbledore
31-Jan-25,,Uttar Pradesh,CSTE FLIPKART,WING_RED_SG
31-Jan-25,,Tamil Nadu,CSTE FLIPKART,eitheo_HBD
31-Jan-25,,Tamil Nadu,CSTE FLIPKART,fusked-elephant-grey-soft toy
31-Jan-25,,Rajasthan,CSTE FLIPKART,fusked-elephant-grey-soft toy
31-Jan-25,,Uttar Pradesh,CSTE FLIPKART,fusked-elephant-grey-soft toy
31-Jan-25,,West Bengal,CSTE FLIPKART,eitheo_HBD
31-Jan-25,,Uttar Pradesh,CSTE FLIPKART,Dumbledore_wand_musicbox
31-Jan-25,,Kerala,CSTE FLIPKART,Music Box/11
31-Jan-25,,Bihar,CSTE FLIPKART,Hbd_white_mb
31-Jan-25,,Haryana,CSTE FLIPKART,Music Box/11
31-Jan-25,,Maharashtra,CSTE FLIPKART,Music Box/11
31-Jan-25,,Uttar Pradesh,CSTE FLIPKART,CJ- BEN 10 GIRLS-BOYS-WATCH-GREEN
30-Jan-25,,Kerala,CSTE FLIPKART,CSTE_0543_ST_Animal_Breathing_Strawberry_Rabbit
30-Jan-25,,Karnataka,CSTE FLIPKART,CSTE_0476_ST_Minecraft_Zombie_Black
30-Jan-25,,Maharashtra,CSTE FLIPKART,CSTE_0488_ST_Anim_Breathing_Stitch_Blue
30-Jan-25,,Maharashtra,CSTE FLIPKART,CSTE_0502_ST_Minecraft_Pickaxe_Foam
31-Jan-25,,Uttar Pradesh,CSTE FLIPKART,CSTE_0489_ST_Fruit_Blox_Light
31-Jan-25,,Tamil Nadu,CSTE FLIPKART,CSTE_0491_ST_Fruit_Blox_Spirit
31-Jan-25,,Madhya Pradesh,CSTE FLIPKART,CSTE_0486_ST_Anim_Breathing_Otter_Brown
31-Jan-25,,Uttar Pradesh,CSTE FLIPKART,CSTE_0486_ST_Anim_Breathing_Otter_Brown
1-Feb-25,,Maharashtra,CSTE FLIPKART,Dumbledore_wand_musicbox
26-Jan-25,,West Bengal,GIANT LEAP FLIPKART,MB_MB_A12BROWN_1
26-Jan-25,,Kerala,GIANT LEAP FLIPKART,MB_YouAreSunshine_Blk
26-Jan-25,,Kerala,GIANT LEAP FLIPKART,MB_YouAreSunshine_Blk
27-Jan-25,,Tamil Nadu,GIANT LEAP FLIPKART,Map_HP_Brown
28-Jan-25,,Gujarat,GIANT LEAP FLIPKART,MB_Beatles_Black
28-Jan-25,,Rajasthan,GIANT LEAP FLIPKART,LAVIENROSE_BLACK
28-Jan-25,,Madhya Pradesh,GIANT LEAP FLIPKART,MB_YouAreSunshine_Blk
29-Jan-25,,Odisha,GIANT LEAP FLIPKART,Thug life sunglasses
30-Jan-25,,Kerala,GIANT LEAP FLIPKART,Red_Wings_SG
30-Jan-25,,Bihar,GIANT LEAP FLIPKART,doll_orange_green
1-Feb-25,,Kerala,GIANT LEAP FLIPKART,thug_thin
2025-01-26,,Maharashtra,RUDRAV MEESHO,32546987
2025-01-26,,Arunachal Pradesh,RUDRAV MEESHO,goku action figure01
2025-01-26,,Delhi,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-26,,Maharashtra,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-27,,Karnataka,RUDRAV MEESHO,32546987
2025-01-27,,Maharashtra,RUDRAV MEESHO,CSTE_0490_ST_Fruit_Blox_Shadow
2025-01-27,,Punjab,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-27,,Rajasthan,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-27,,Maharashtra,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-27,,Uttar Pradesh,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-27,,Uttar Pradesh,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-27,,West Bengal,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-27,,Rajasthan,RUDRAV MEESHO,CSTE_0454_ST_Animal_Garfield_Orange
2025-01-27,,Haryana,RUDRAV MEESHO,32546987
2025-01-27,,Uttar Pradesh,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-27,,Tamil Nadu,RUDRAV MEESHO,CSTE_0417_Organizer_StorageBox_SkyBlue
2025-01-27,,Karnataka,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-27,,Uttar Pradesh,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-27,,Delhi,RUDRAV MEESHO,SG_FireGlass_MercuryPink
2025-01-27,,Gujarat,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-28,,Andhra Pradesh,RUDRAV MEESHO,CSTE_0478_ST_Minecraft_Cow_Brown
2025-01-28,,Haryana,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-28,,Haryana,RUDRAV MEESHO,32002561
2025-01-28,,Jharkhand,RUDRAV MEESHO,32546987
2025-01-28,,Telangana,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-28,,Telangana,RUDRAV MEESHO,SG_FireGlass_Green
2025-01-28,,Maharashtra,RUDRAV MEESHO,Gengar
2025-01-29,,Telangana,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-29,,Tamil Nadu,RUDRAV MEESHO,SG_butterfly_Red&Green
2025-01-29,,Andhra Pradesh,RUDRAV MEESHO,32546987
2025-01-29,,Karnataka,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-29,,Uttar Pradesh,RUDRAV MEESHO,32546987
2025-01-29,,Kerala,RUDRAV MEESHO,CSTE_0157_SG_FireGlass_Green
2025-01-29,,Bihar,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-29,,West Bengal,RUDRAV MEESHO,Goku Super Saiyyan Injured01
2025-01-29,,Maharashtra,RUDRAV MEESHO,CSTE_0417_Organizer_StorageBox_SkyBlue
2025-01-29,,West Bengal,RUDRAV MEESHO,32546987
2025-01-29,,Assam,RUDRAV MEESHO,1951027540_9
2025-01-29,,Tamil Nadu,RUDRAV MEESHO,Dolphine bubble shooter gun for kids
2025-01-29,,Karnataka,RUDRAV MEESHO,MB_StarWars_|BLK
2025-01-29,,Haryana,RUDRAV MEESHO,32546987
2025-01-29,,Telangana,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-29,,Maharashtra,RUDRAV MEESHO,CSTE_O0445_OT_Glue_Sand_Rubber_Monkey
2025-01-29,,Chhattisgarh,RUDRAV MEESHO,Harry_wand
2025-01-30,,Jharkhand,RUDRAV MEESHO,CSTE_0533_ST_Animal_Breathing_Koala_Grey
2025-01-30,,Maharashtra,RUDRAV MEESHO,32546987
2025-01-30,,Madhya Pradesh,RUDRAV MEESHO,Minecraft_Small_Sword_Steve
2025-01-30,,Uttar Pradesh,RUDRAV MEESHO,CSTE_0205_MB_MHA10_Brown
2025-01-30,,Kerala,RUDRAV MEESHO,SG_butterfly_Red&Green
2025-01-30,,Kerala,RUDRAV MEESHO,CSTE_0157_SG_FireGlass_Green
2025-01-30,,Karnataka,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-31,,Telangana,RUDRAV MEESHO,Titanic_Brown
2025-01-31,,Karnataka,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-31,,Gujarat,RUDRAV MEESHO,SG_butterfly_Red&Green
2025-01-31,,Meghalaya,RUDRAV MEESHO,78945615
2025-01-31,,Karnataka,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-01-31,,Haryana,RUDRAV MEESHO,32546987
2025-02-01,,Telangana,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-02-01,,Andhra Pradesh,RUDRAV MEESHO,586379476_16
2025-02-01,,West Bengal,RUDRAV MEESHO,586379476_16
2025-02-01,,Madhya Pradesh,RUDRAV MEESHO,SG_FireGlass_Green
2025-02-01,,Telangana,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
2025-02-01,,Uttar Pradesh,RUDRAV MEESHO,78945615
2025-02-01,,Punjab,RUDRAV MEESHO,CSTE_O0390_OT_Toiletry_Bottles
